mtSNP	Position	Info	Haplogroups
235G	235	VARIANT	J2a2a1a1,J2a2a1a,J2a2a1+16311,J2a2a1,J2a2a2,J2a2a,F2d,B4a1a1a8,U6b3a,K3,A1a1,A1a,A1,A2a1,A2a2,A2a3,A2a4,A2a5,A2a,A2b1,A2b,A2c,A2d1a,A2d1,A2d2,A2d,A2e,A2ao1,A2ao,A2+(64)+@153,A2f1a,A2f1,A2f2,A2f3,A2f,A2g1,A2g,A2h1,A2h,A2i,A2j1,A2j,A2k1a,A2k1,A2k,A2l,A2m,A2n,A2o,A2ai,A2aj,A2+(64)+@16111,A2p1,A2p2,A2p,A2am,A2+(64)+16129,A2q1,A2q,A2t,A2u1,A2u2,A2u,A2v1a,A2v1b,A2v1+152,A2v1,A2v,A2w1,A2w,A2x,A2y,A2aa,A2ab,A2ac1,A2ac,A2ad1,A2ad2,A2ad,A2ae,A2af1a1,A2af1a2,A2af1a,A2af1b1a,A2af1b1b,A2af1b1,A2af1b2,A2af1b,A2af1,A2af2,A2af,A2ag,A2ah,A2ak,A2al,A2an,A2ap,A2+(64)+16189,A2aq,A2+(64),A2r1,A2r,A2s,A2z,A2,A6a,A6b,A6,A12a,A12,A23,A+152+16362+16189,A13,A14,A+152+16362+200,A15a,A15b,A15c1,A15c,A15,A16,A17,A18,A19,A20,A21,A22,A24,A25,A26,A+152+16362,A3a,A3,A7,A9,A11a,A11b,A11+16234,A11,A+152,A5a1a1a,A5a1a1b,A5a1a1,A5a1a2a,A5a1a2,A5a1a,A5a1b,A5a1,A5a2,A5a3a,A5a3,A5a4,A5a5,A5a,A5b1a,A5b1b,A5b1c1,A5b1c,A5b1,A5b,A5c1,A5c,A5,A8a1,A8a,A8,A10,A,X2m1,L3k1,L3k,Q1c2a,L2a2b2
7822G	7822	VARIANT	B2c1b,R23,D4a1c
11368C	11368	VARIANT	N9a8,M7a1a4a
368G	368	VARIANT	K1b2b1
4484T	4484	VARIANT	H1c12
6626C	6626	VARIANT	X2d1a
2392C	2392	VARIANT	R8b1a,X2f1,M2b1a,M19
4048A	4048	VARIANT	B4a1a5a,B4a1a5,L3d1a1a1,L3d1a1a,L3d1a1b,L3d1a1,L3d1a2,L3d1a1'2,L3d1a,M7a1a9,M7b1a1a1a,M7b1a1a1b1,M7b1a1a1b,M7b1a1a1c,M7b1a1a1d,M7b1a1a1,M7b1a1a2,M7b1a1a3,M7b1a1a,M7b1a1b,M7b1a1c1,M7b1a1c,M7b1a1d1,M7b1a1d,M7b1a1e1,M7b1a1e2,M7b1a1e,M7b1a1f,M7b1a1g,M7b1a1h,M7b1a1i1,M7b1a1i,M7b1a1+(16192),M7b1a1,M7b1a2a1a,M7b1a2a1b1,M7b1a2a1b,M7b1a2a1,M7b1a2a,M7b1a2,M7b1a,G2b1a1,D5b1d,D5b4
12432T	12432	VARIANT	R7b1a1,R7b1a,R7b1,L3h1a1,L5a1a,L5a1b,L5a1c,L5a1,L5a2,L5a,L5b1a,L5b1b,L5b1,L5b2,L5b,L5
15851G	15851	VARIANT	B5b1a1,B5b1a2a,B5b1a2,B5b1a,B5b1c1a,B5b1c1,B5b1c,B5b1,B5b2a1,B5b2a2a1,B5b2a2a2,B5b2a2a,B5b2a2,B5b2a,B5b2b,B5b2c1,B5b2c,B5b2+@204,B5b2,B5b3a,B5b3b,B5b3,B5b4,B5b5,B5b
14218C	14218	VARIANT	F1e2,M26
9347G!	9347	BACKMUTATION	L0k2a1a,L0k2a1,L0k2a,L0k2b,L0k2
8490C	8490	VARIANT	U3b2b
11671G	11671	VARIANT	HV4a2b,M1b1a
15853T	15853	VARIANT	T1b3,M17c1a1a,M17c1a1
1721T	1721	VARIANT	U5b2a1a1a,U5b2a1a1b,U5b2a1a1d,U5b2a1a1,U5b2a1a+16311,U5b2a1a2,U5b2a1a,U5b2a1b,U5b2a1,U5b2a2a1,U5b2a2a2,U5b2a2a,U5b2a2b1,U5b2a2b,U5b2a2c,U5b2a2,U5b2a3a,U5b2a3,U5b2a4a,U5b2a4,U5b2a5a,U5b2a5,U5b2a6,U5b2a+@16192,U5b2a,U5b2b1a1,U5b2b1a2,U5b2b1a,U5b2b1b,U5b2b1,U5b2b2,U5b2b3a1a,U5b2b3a1,U5b2b3a,U5b2b3b,U5b2b3,U5b2b4a,U5b2b4,U5b2b5,U5b2b,U5b2c1,U5b2c2a,U5b2c2b,U5b2c2,U5b2c,U5b2
13323T	13323	VARIANT	H7b2a,H7b2
4350T	4350	VARIANT	L3f1a1,L3f1a
13893G	13893	VARIANT	L1b2a,L1b2
15721C	15721	VARIANT	H58a,R1a1a1a,R1a1a1,R1a1a2,R1a1a,R1a1b,R1a1c,R1a1,R1a,U5b1d1a,U5b1d1b,U5b1d1c,U5b1d1,U2e3a,M40a1a,M40a1b,M40a1,M40a,M40,M62a,M62b1a1,M62b1a,M62b1,M62b2,M62b+204,M62b,M62,L0k1b
11101G	11101	VARIANT	HV13a,B5b2c1,B5b2c,C7b,M34a1a,M34a1,M34a2,M34a,M34b,M34,M57a,M57+152,M57b1,M57b,M57,M34'57
3816G	3816	VARIANT	R32,U5a1a1a,C4b1a,C4b1b,C4b1,C4b2a,C4b2,C4b3a1,C4b3a,C4b3b,C4b3,C4b5,C4b6,C4b7,C4b8a,C4b8,C4b
4047C	4047	VARIANT	HV0g,B2q,M7a1a4a,M7a1a4,C7a1c,M60b
16086C	16086	VARIANT	J1b7a,J1c2b4,T2d1a,B4b1a3a,B4c1a1a1a,B4c1a1a1,B4c1a1a2,B4c1a1a,U6a1b4,U3b1a1,U3b1a,N1a1a1a2,I3a1,I3a,I5a2a,I5a2+16086,N1a3a3,N3a1,N3a,N3b,N3,L3x2a1a,L3x2a1,M4b,M5b1,M7b1a2a1a,M7b1a2a1b1,M7b1a2a1b,M7b1a2a1,M7b1a2a,M7b1a2,M7b2a,M7c1c3e,M8a1a,M8a1,C1b4,C4a2b1,C4a2c2a,C4a2c2,E2b1,E2b2,E2b,M24b,M27b2a1,M27b2a,M27b2b1,M27b2b,M27b2c,M27b2,M28a1,M28a2a,M28a2,M28a3,M28a+204,M28a5a,M28a5b,M28a5,M28a6a,M28a6,M28a7a,M28a7b,M28a7,M28a,M32c,D4j1a1a,D4j1a1b,D4j1a1,D4j1a2,D4j1a,L2a1c1a1,L2a1c1a2,L2a1c1a,L2a1c1,L2a1c6,L2a1c+16086,L2a3,L1c1b1,L1c1b,L1c1d1,L1c1d,L1c1b'd,L1c3b2
236C	236	VARIANT	P3b1,P3b,M27b1,M70,L1c1a2a1,L1c1a2a2,L1c1a2a,L1c1a2b,L1c1a2c,L1c1a2,L0a1a1,L0a1a2,L0a1a3,L0a1a+200,L0a1a,L0a1b1a1a,L0a1b1a1,L0a1b1a,L0a1b1,L0a1b2a,L0a1b2,L0a1b,L0a1c1,L0a1c,L0a1d,L0a1+16293,L0a1e,L0a1,L0a4,L0a1'4,L0a2a1a1,L0a2a1a2,L0a2a1a,L0a2a1b,L0a2a1,L0a2a2a1,L0a2a2a2,L0a2a2a,L0a2a2,L0a2a,L0a2b1,L0a2b,L0a2c,L0a2d,L0a2,L0a3,L0a,L0g,L0a'g,L0b,L0a'b'g
103A	103	VARIANT	B5b1a2a,B5b1a2,B5b1a,B5b1c1a,B5b1c1,B5b1c,B5b1,B5b2a2a2,B5b2b,B5b2c1,B5b2c,B5b2+@204,B5b2,B5b3a,B5b3b,B5b3,B5b4,B5b5,B5b,U6a2a1,U6a2a2a,U6a2a2,U6a2a,U6a2b1,U6a2b,U6a2c,U6a2+195,U6a2,U6a8a,U6a8b,U6a8,U6a+16189+(103),A2r1
14788C	14788	VARIANT	P9a,P9,M12b1a1,M12b1a2a,M12b1a2b,M12b1a2,M12b1a,M12b1b,M12b1
15418T	15418	VARIANT	F2c2,L5b2
7160T	7160	VARIANT	L1c2a2
8360G	8360	VARIANT	M23
15191C	15191	VARIANT	J2a1a1a1,U5b1c1a1,U5b1c1a,U5b1c1,U5b1c2a,U5b1c2b,U5b1c2,U5b1c,L1c4a
8056G	8056	VARIANT	M35a2
237G	237	VARIANT	R31a1
7295G	7295	VARIANT	H1n3,T2d1b1,T2d1b2,T2d1b
3948G	3948	VARIANT	X2e2a1,X2e2a2,X2e2a
9254G	9254	VARIANT	H6a1b2a,H6a1b2b,H6a1b2c,H6a1b2d,H6a1b2e,H6a1b2,V10b1,V10b2,V10b,T1b2,T2b4a1,T2b4a,T2b4i,T2b4b,T2b4c,T2b4d,T2b4e,T2b4f,T2b4g,T2b4h,T2b4+152,T2b4,R6b,B4a1c1a1,B4a1c1a,B4a1c1,K2a2a1,N7a1,N7a2,N7a,N22a,N22,L3d1c1,L3e1a2,L3x2b,C1c8,E2a1a,E2a1,Q3a1,Q3b,M80,D4a1e1,L0d2d
11233C	11233	VARIANT	H2a5a1b,U2e1g
5999C	5999	VARIANT	H3w,U4a1a1,U4a1a2,U4a1a3,U4a1a,U4a1b1a,U4a1b1,U4a1b2,U4a1b,U4a1c,U4a1d,U4a1e,U4a1,U4a2a1,U4a2a2,U4a2a3,U4a2a,U4a2b,U4a2c1,U4a2c,U4a2d,U4a2e,U4a2f,U4a2g,U4a2h1,U4a2h,U4a2,U4a3a,U4a3,U4a,U4b1a1a1,U4b1a1a,U4b1a1,U4b1a2a,U4b1a2b,U4b1a2,U4b1a3a,U4b1a3,U4b1a4,U4b1a,U4b1b1a,U4b1b1b,U4b1b1c,U4b1b1+16311,U4b1b1d,U4b1b1,U4b1b2,U4b1b,U4b1+146  152,U4b1,U4b2a1a,U4b2a1,U4b2a,U4b2,U4b3,U4b,U4c1a,U4c1,U4c2a,U4c2,U4c,U4d1a1a,U4d1a1,U4d1a,U4d1b,U4d1,U4d2,U4d3,U4d,U4,U9a1,U9a,U9b1,U9b,U9,U4'9,M91a
4709T	4709	VARIANT	H55a
3203G	3203	VARIANT	T2e7,P2,L3d1c1,L3d1c
16265T	16265	VARIANT	L3e3a,L3e3b1,L3e3b2,L3e3b3,L3e3b,L3e3
3336C	3336	VARIANT	N1a1a1a1a,N1a1a1a1,N1a1a1a2,N1a1a1a3,N1a1a1a,N1a1a1b,N1a1a1,D4h1a1,D4h1a2,D4h1a,D4h1b,D4h1c1,D4h1c,D4h1d,D4h1,D4h2,D4h3a1a1,D4h3a1a2,D4h3a1a,D4h3a1,D4h3a2,D4h3a3a,D4h3a3,D4h3a4,D4h3a5,D4h3a6,D4h3a7,D4h3a8,D4h3a9,D4h3a+@152,D4h3a,D4h3b,D4h3,D4h4a,D4h4,D4h,L2a1a2b
15067C	15067	VARIANT	J1b1a1b,R6a2,U6a1b4,U6a3d1a,U4b1a2b,N9a2a1,N9a2a2,N9a2a3,N9a2a,N9a2c,N9a2d,N9a2,M28a1,M28a2a,M28a2,M28a3,M28a4,M28a+204,M28a5a,M28a5b,M28a5,M28a6a,M28a6,M28a7a,M28a7b,M28a7,M28a,M28b1,M28b,M28
9734T	9734	VARIANT	L0a2a2a2
11542T	11542	VARIANT	M49d
13637G	13637	VARIANT	U5b2a1a1a,U5b2a1a1b,U5b2a1a1d,U5b2a1a1,U5b2a1a+16311,U5b2a1a2,U5b2a1a,U5b2a1b,U5b2a1,U5b2a2a1,U5b2a2a2,U5b2a2a,U5b2a2b1,U5b2a2b,U5b2a2c,U5b2a2,U5b2a3a,U5b2a3,U5b2a4a,U5b2a4,U5b2a5a,U5b2a5,U5b2a6,U5b2a+@16192,U5b2a,U5b2b1a1,U5b2b1a2,U5b2b1a,U5b2b1b,U5b2b1,U5b2b2,U5b2b3a1a,U5b2b3a1,U5b2b3a,U5b2b3b,U5b2b3,U5b2b4a,U5b2b4,U5b2b5,U5b2b,U5b2c1,U5b2c2a,U5b2c2b,U5b2c2,U5b2c,U5b2,U6b2,N1a3a1a,N1a3a1,N1a3a2,N1a3a3,N1a3a,N1a3,M1a3a,M1a3b1,M1a3b2,M1a3b,M1a3
10344G	10344	VARIANT	A2af2
15370T	15370	VARIANT	D4b1d
16311C!	16311	BACKMUTATION	HV9c,F1b1c,K1a4a1e,K2a1a,M65a2,M65a+@16311,Q2a1,Q2a2a,Q2a2b,Q2a2,Q2a3a,Q2a3b,Q2a3,Q2a4,Q2a,Q2b,Q2,D6a1a,D6a1,L2a1a1,L2a1a2a1a,L2a1a2a1,L2a1a2a,L2a1a2b,L2a1a2c,L2a1a2,L2a1a3a,L2a1a3b,L2a1a3c,L2a1a3,L2a1a,L2a1b1a,L2a1b1,L2a1b2,L2a1b3,L2a1b+143,L2a1b,L2a1f1a,L2a1f1,L2a1f2,L2a1f3,L2a1f,L2a1g,L2a1+16189  (16192),L2a1c1a1,L2a1c1a2,L2a1c1a,L2a1c1,L2a1c6,L2a1c+16086,L2a1c2a,L2a1c2,L2a1c3a1,L2a1c3a,L2a1c3b1,L2a1c3b2,L2a1c3b,L2a1c3,L2a1c4a1,L2a1c4a,L2a1c4,L2a1c5,L2a1c+16129,L2a1c,L2a1d1,L2a1d2,L2a1d,L2a1h,L2a1+143+@16309,L2a1e1,L2a1e,L2a1i1,L2a1i,L2a1q,L2a1+143+16189  (16192)+@16309,L2a1j,L2a1k,L2a1l1a1,L2a1l1a2,L2a1l1a,L2a1l1b,L2a1l1,L2a1l2a1,L2a1l2a,L2a1l2,L2a1l3,L2a1l,L2a1m1a,L2a1m1,L2a1m,L2a1n,L2a1o,L2a1p,L2a1+143+16189  (16192),L2a1+143,L2a1,L2a2a1,L2a2a,L2a2b1a,L2a2b1,L2a2b2,L2a2b,L2a2,L2a3,L2a2'3,L2a4a,L2a4b,L2a4,L2a2'3'4,L2a1'2'3'4,L2a5,L2a,L2b1a2,L2b1a3,L2b1a4,L2b1a,L2b1b,L2b1,L2b2a,L2b2,L2b3a,L2b3b,L2b3c,L2b3,L2b,L2c1a,L2c1,L2c2a1,L2c2a,L2c2b1a,L2c2b1b,L2c2b1,L2c2b2,L2c2b,L2c2,L2c3a,L2c3,L2c4,L2c5,L2c,L2b'c,L2d1a,L2d1,L2d+16129,L2d,L2b'c'd,L2a'b'c'd,L2e1a,L2e1,L2e,L2,L5b1a,L5b1b,L5b1,L5b2,L5b
15901G	15901	VARIANT	D4t
9734G	9734	VARIANT	B4a1a1a23
16399G	16399	VARIANT	HV19,F1a1d1,F1a1d,F4a1a,F4a1b,F4a1,F4a2,F4a,B4a1a1k1,B4a1a1k,B4a3,B5b2a2a2,P3b1,U5a1a1a,U5a1a1b,U5a1a1h,U5a1a1+152,U5a1a1c,U5a1a1d1,U5a1a1d,U5a1a1+16362,U5a1a1e,U5a1a1g,U5a1a1i,U5a1a1,U5a1a2a1a,U5a1a2a1,U5a1a2a,U5a1a2b1,U5a1a2b,U5a1a2,U5a1a,U5a1g1,U5a1g2,U5a1g,U5a1+@16192,U5a1b1a1,U5a1b1a2,U5a1b1a,U5a1b1b1,U5a1b1b,U5a1b1c1,U5a1b1c2,U5a1b1c,U5a1b1d1,U5a1b1d+16093,U5a1b1d,U5a1b1e,U5a1b1f,U5a1b1g,U5a1b1h,U5a1b1,U5a1b2,U5a1b3a1,U5a1b3a,U5a1b3,U5a1b4,U5a1b+16362,U5a1b,U5a1c1a,U5a1c1,U5a1c2a1,U5a1c2a,U5a1c2,U5a1c,U5a1d1,U5a1d2a1,U5a1d2a,U5a1d2b,U5a1d2,U5a1d,U5a1e,U5a1f1a1,U5a1f1a,U5a1f1,U5a1f2,U5a1f,U5a1h,U5a1i1,U5a1i,U5a1j,U5a1,U6a3e,L3e1g,L3e2a1b1,L3h1a2a1,L3h1a2a,M1b2a,M1b2b,M1b2c,M1b2,C4b3a1,M53b,M32c,D4b1b1a1,D4b1b1a,L4b2a1,L4b2a2a,L4b2a2b,L4b2a2c,L4b2a2,L4b2a,L4b2b1,L4b2b,L4b2,L2d1a,L2d1,L2d+16129,L2d,L2e1a,L2e1,L2e,L0d3a
16266G	16266	VARIANT	B4a1c3a,L0d1a1a1,L0d1a1a2,L0d1a1a3,L0d1a1a,L0d1a1b1a,L0d1a1b1b,L0d1a1b1,L0d1a1b,L0d1a1c,L0d1a1d,L0d1a1,L0d1a
11410C	11410	VARIANT	H15a1a1,H15a1a,H15a1b,H15a1,H15a,F2i
15199T	15199	VARIANT	J1c2l
10343T	10343	VARIANT	A2af1b1a,A2af1b1b,A2af1b1
16266A	16266	VARIANT	B5a1a1,B5a1a,B5a1b1,B5a1b,B5a1c1a1,B5a1c1a,B5a1c1,B5a1c2,B5a1c,B5a1d,B5a1,B5a2a1a,B5a2a1b,B5a2a1+16129,B5a2a1,B5a2a2a1,B5a2a2a2,B5a2a2a,B5a2a2b1a,B5a2a2b1,B5a2a2b2,B5a2a2b,B5a2a2,B5a2a,B5a2,B5a,L3f1b2a
5111T	5111	VARIANT	X2g,L5a1a,L5a1b,L5a1c,L5a1,L5a2,L5a
16000A	16000	VARIANT	B4a1c3a,L3d3a1b
11107T	11107	VARIANT	U5a2d1a,U5a2d1
16176T!	16176	BACKMUTATION	P2
3337A	3337	VARIANT	U6a3e,K1b1c,D5a1a2
6575G	6575	VARIANT	M74a
12438C	12438	VARIANT	V2a1a,V2a1,V2a,L3e1a3b,L4b2b1,L4b2b,L2a1o
7337A	7337	VARIANT	H1at1a,H1at1,H13a1a1a,H13a1a1b,H13a1a1c,H13a1a1d1,H13a1a1d,H13a1a1e,H13a1a1,H66a1,H66a,H66,T2g2a,T2g2,U6a7c1,U6a7c,X1c,L3e1a3a,M2b1b,M7c1b2b,C1d1b1,M12b2a,M12b2,G2a1c2,M27a1a1,M27a1a2,M27a1a,M27a1b,M27a1,L1c2a1a,L1c2a1b,L1c2a1,L1c2a2,L1c2a3a,L1c2a3,L1c2a,L1c2b1a1,L1c2b1a,L1c2b1b1,L1c2b1b,L1c2b1a'b,L1c2b1c,L1c2b1,L1c2b2,L1c2b,L1c2
4970G	4970	VARIANT	U2a2,A2g1
1375T	1375	VARIANT	S5,Q1b
14968C	14968	VARIANT	H20b,N9a2a1,A26
3202C	3202	VARIANT	F1b1e1,A2k1a,A2k1,A2k
10478T	10478	VARIANT	K1e1,K1e
16264T	16264	VARIANT	I1c1a,I1c1,I1c,A2ao1,L3e4a1,L3e4a,M5a2a1a2,M27a3,Q1e1b1,Q1e1b,M71b,L4a2,L2a4b,L2c2a1,L2c2a,L2c2b1a,L2c2b1b,L2c2b1,L2c2b2,L2c2b,L2c2,L1b1a1,L1b1a4a,L1b1a4,L1b1a1'4,L1b1a2a,L1b1a2,L1b1a3a1,L1b1a3a,L1b1a3b,L1b1a3,L1b1a9,L1b1a15a,L1b1a15,L1b1a17,L1b1a18,L1b1a+189,L1b1a5,L1b1a6,L1b1a7a,L1b1a7,L1b1a8,L1b1a10a,L1b1a10b,L1b1a10,L1b1a12a,L1b1a12b,L1b1a12,L1b1a13,L1b1a14,L1b1a16,L1b1a,L1b1,L1b2,L1b3,L1b2'3,L1b
3335C	3335	VARIANT	H7b3,D1b
14040A	14040	VARIANT	H6b1,H6b2,H6b,H96,T2j1,R5a2a,R5a2b1,R5a2b2,R5a2b3,R5a2b4,R5a2b,R5a2,K1c2a,K1c2,M59,L1b1a16,L1c1a1b
11239G	11239	VARIANT	B4b1c1,L3d1c1,L3d1c
11674T	11674	VARIANT	U4b1a3a,U4b1a3,N2a1,N2a2,N2a,W1a,W1b1,W1b,W1c1,W1c,W1i,W1+119,W1d,W1e1a,W1e1,W1e,W1f,W1g,W1h1,W1h,W1,W3a1a1,W3a1a2,W3a1a3,W3a1a,W3a1b,W3a1c,W3a1d,W3a1+199,W3a1,W3a2,W3a,W3b1,W3b,W3,W4a1,W4a,W4b,W4c,W4d,W4,W5a1a1a,W5a1a1,W5a1a,W5a1,W5a2b,W5a2,W5a,W5b1a,W5b1,W5b,W5,W6a,W6b1,W6b,W6c1a,W6c1,W6c,W6d,W6,W7,W8,W9,W+194,W,N2
9866T	9866	VARIANT	S4
12873C	12873	VARIANT	M1a1g
1243C	1243	VARIANT	W1a,W1b1,W1b,W1c1,W1c,W1i,W1+119,W1d,W1e1a,W1e1,W1e,W1f,W1g,W1h1,W1h,W1,W3a1a1,W3a1a2,W3a1a3,W3a1a,W3a1b,W3a1c,W3a1d,W3a1+199,W3a1,W3a2,W3a,W3b1,W3b,W3,W4a1,W4a,W4b,W4c,W4d,W4,W5a1a1a,W5a1a1,W5a1a,W5a1,W5a2b,W5a2,W5a,W5b1a,W5b1,W5b,W5,W6a,W6b1,W6b,W6c1a,W6c1,W6c,W6d,W6,W7,W8,W9,W+194,W,C4c1a,C4c1b,C4c1,L0k1a1a,L0k1a1b,L0k1a1c,L0k1a1d,L0k1a1,L0k1a2a,L0k1a2,L0k1a3,L0k1a,L0k1b,L0k1,L0k2a1a,L0k2a1,L0k2a,L0k2b,L0k2,L0k,L0d1a1a1,L0d1a1a2,L0d1a1a3,L0d1a1a,L0d1a1b1a,L0d1a1b1b,L0d1a1b1,L0d1a1b,L0d1a1c,L0d1a1d,L0d1a1,L0d1a,L0d3a,L0d3b1,L0d3b2,L0d3b,L0d3
5378G	5378	VARIANT	R1a1a1a,R1a1a1,R1a1a2,R1a1a,T1a5a,A2aj,M7c2a,M7c2b,M7c2
15900C	15900	VARIANT	K1c1b,N11a1,N11a2,N11a,M48
8668C	8668	VARIANT	M33d,L1c3a1b
9070G	9070	VARIANT	U4c1a,U4c1
16265G	16265	VARIANT	H7c1,H11a2a2,J1c8a1a,J1c8a1,F3b1a1,F3b1a+16093,F3b1a,F3b1b1,F3b1b,F3b1,U4a3a,K1a29a,N1a3a1a,N1a3a1,N1a3a2,N1a3a3,N1a3a,N1a3,A2b1,X2e2b1,X2e2b,C1c3,G1b3
10345C	10345	VARIANT	J1c8b,N10b,M7b1a1a1a,M7b1a1a1b1,M7b1a1a1b,M7b1a1a1c,M7b1a1a1d,M7b1a1a1
10211T	10211	VARIANT	H23,F1a1c1,F1a1c2,F1a1c3,F1a1c
105d	105	DELETION	A23,C4c2
16265C	16265	VARIANT	H7c4,J1c8a2,M2a3a,M5a2a1a1,M5a2a1a2,M5a2a1a,M9a1a3,G3a2a,Q1a1a,Q1a1,Q1a,Q1b,Q1c1a,Q1c1,Q1c2a,Q1c2,Q1c,Q1+@16223,Q1d,Q1e1a1,Q1e1a,Q1e1b1,Q1e1b,Q1e1c,Q1e1,Q1e,Q1f1,Q1f2,Q1f,Q1,L1c2a1a,L1c2a1b,L1c2a1,L1c2a2,L1c2a3a,L1c2a3,L1c2a,L1c2b1a1,L1c2b1a,L1c2b1b1,L1c2b1b,L1c2b1a'b,L1c2b1c,L1c2b1,L1c2b2,L1c2b,L1c2
16398A	16398	VARIANT	U5b2a2a1,U5b2a2a2,U5b2a2a,U5b2a2b1,U5b2a2b,U5b2a2c,U5b2a2
14836G	14836	VARIANT	T2b21a,T2b21b,T2b21
239C	239	VARIANT	H6a1a1a,H6a1a1,H6a1a2a,H6a1a2b1,H6a1a2b,H6a1a2,H6a1a3a,H6a1a3,H6a1a4,H6a1a5,H6a1a6,H6a1a7,H6a1a8a,H6a1a8,H6a1a9,H6a1a10,H6a1a,H6a1b1,H6a1b2a,H6a1b2b,H6a1b2c,H6a1b2d,H6a1b2e,H6a1b2,H6a1b3a,H6a1b3b,H6a1b3,H6a1b4,H6a1b,H6a1,H6a2a,H6a2,H6a,H6b1,H6b2,H6b,H6c1,H6c,H6,I3a1,I3a,I3b,I3c,I3d1,I3d,I3,M36a,M36b,M36c,M36d1,M36d,M36,D3,D4b1c
3334G	3334	VARIANT	H2c1
8974G	8974	VARIANT	L4b1a
6311T	6311	VARIANT	L2a1c1a1,L2a1c1a2,L2a1c1a
10039G	10039	VARIANT	L0g
12436T	12436	VARIANT	L0d1b2b1b1,L0d1b2b1b
16134T	16134	VARIANT	U6a4,U4a1a1,U4a1a2,U4a1a3,U4a1a,U4a1b1a,U4a1b1,U4a1b2,U4a1b,U4a1c,U4a1d,U4a1e,U4a1,X2e1a1,M8a3a1,M8a3a,M80
12303T	12303	VARIANT	L0d1b2b1a
8405G	8405	VARIANT	M13a2
15903G	15903	VARIANT	U5a2b1c
2135G	2135	VARIANT	M28b1
13942G	13942	VARIANT	B4d1a,B4d1,B4d2,B4d3a1,B4d3a,B4d3,B4d1'2'3,B4d4,B4d
676A	676	VARIANT	A2f2,M33b1,M33b2,M33b
8841T	8841	VARIANT	H3v1,L2a1a2c
9869G	9869	VARIANT	R30a1c
8974T	8974	VARIANT	T1a1k2
106d	106	DELETION	A2af1a1,A2af1a2,A2af1a,A2af1b1a,A2af1b1b,A2af1b1,A2af1b2,A2af1b,A2af1,A2af2,A2af,A23,L3e1e2,C4c2,D1j1a2
15373G	15373	VARIANT	U4b1b1b
